Chinese,English,Frequency Count,Indonesia
此人,This person,602,Orang ini
前科,Foreskin,602,Kulup
划,Draw,602,Menggambar
在线,Online,602,On line
那头,Last,602,Terakhir
老太婆,Old lady,601,Wanita tua
用到,Use,601,Menggunakan
我什至,What am I coming,601,Apa yang akan aku datangi?
沖,rush,601,bergegas
莎士比亚,Shakespeare,601,Shakespeare
太重,Too heavy,601,Terlalu berat
上网,Surf the Internet,601,Berselancar di Internet
钟头,hour,601,jam
秒钟,Second,601,Kedua
五天,Five days,601,Lima hari
â,bleak,601,suram
吞噬,Swallow,601,Angsa
雨果,Hug,601,Memeluk
帮会,Gang,601,Gang
周三,Wednesday,600,Rabu
阿尔,Al,600,Al
严厉,severe,600,berat
一万,"10,000",600,10.000
杀光,Kill,600,Membunuh
唯有,Only,600,Hanya
门锁,Door lock,600,Kunci pintu
逗我,Tease me,599,Goda aku
五分,Five points,599,Lima poin
救赎,Redeem,599,Menukarkan
升职,Promotion,599,Promosi
好多年,many years,599,bertahun-tahun
伯爵夫人,Earl,599,Pangeran
盖瑞,Cover,599,Menutupi
有件,Informal,599,Tidak resmi
试镜,Audition,599,Audisi
不算什么,A piece of cake,599,Sepotong kue
币,currency,599,mata uang
窥,peep,598,mengintip
偏见,bias,598,bias
弗朗西斯,Francis,598,Fransiskus
一轮,One round,598,Satu putaran
名为,Name,598,Nama
底部,bottom,598,dasar
打起精神,cheer,598,bersorak
厌烦,Boring,598,Membosankan
深夜,late at night,598,larut malam
循环,cycle,598,siklus
人心,Human heart,598,Jantung manusia
十天,Ten days,598,Sepuluh hari
下水道,sewer,598,saluran pembuangan
好比,like,597,menyukai
布斯,Bass,597,Bas
德鲁,Delu,597,Delu
亲眼,Self -evident,597,Jelas dengan sendirinya
野人,Savage,597,Liar
级别,level,597,tingkat
獲得,get,597,mendapatkan
贱货,Cheap goods,597,Barang murah
游艇,yacht,597,kapal pesiar
和谐,harmonious,597,harmonis
用餐,Dine,597,Makan malam
布尔,Boer,597,Boer
做手术,Surgery,596,Operasi
玛莉,Mary,596,Maria
否定,negative,596,negatif
莱斯特,Leicester,596,Leicester
西斯,Sissus,596,Sissus
步骤,step,596,melangkah
意大利语,Italian,596,Italia
唐尼,Downey,596,Downey
来回,back and forth,596,bolak-balik
皇室,Royal family,596,Keluarga kerajaan
很傻,Very stupid,596,Sangat bodoh
尤,especially,596,khususnya
南瓜,pumpkin,596,labu kuning
經常,often,596,sering
真爱,Love,596,Cinta
贴心,intimate,595,intim
帮到,Help,595,Membantu
破裂,rupture,595,pecah
局势,situation,595,situasi
表格,sheet,595,lembaran
尖叫声,Scream,595,Berteriak
重回,return,595,kembali
入狱,jail,595,penjara
恢,Recover,595,Pulih
请稍等,Please wait,594,Harap tunggu
愛的,Love,594,Cinta
管它,Control it,594,Kendalikan itu
布鲁克,Brook,594,Anak sungai
百姓,People,594,Rakyat
追上,Catch up,593,Mengejar
头绪,Clue,593,Petunjuk
通行证,Pass,593,Lulus
吹牛,boast,593,membanggakan
性关系,Sexual relationship,593,Hubungan seksual
威脅,threaten,593,mengancam
罪孽,Sin,593,Dosa
奎恩,Queen,593,Ratu
缩小,Narrow,593,Sempit
选票,vote,593,memilih
男士,Men,593,Pria
北边,North,593,Utara
呆子,fool,593,bodoh
摆平,Set,592,Mengatur
调查员,investigator,592,peneliti
纪念日,Commemorative day,592,Hari peringatan
ひ,Bleak,592,Suram
村民,Villager,592,Orang desa
只會,Only,592,Hanya
场所,place,592,tempat
火腿,Ham,592,Ham
感恩,grateful,592,bersyukur
揭露,Expose,592,Membuka
诺拉,Prevail,592,Bertahan
马桶,toilet,591,toilet
侏儒,dwarf,591,kerdil
為止,until,591,sampai
噁,evil,591,kejahatan
我下,Me,591,Aku
众多,numerous,591,banyak sekali
脱衣舞,Undressing dance,591,Tarian membuka pakaian
我过,I,591,SAYA
跳跃,jump,591,melompat
合格,qualified,591,berkualifikasi
发泄,vent,591,lubang angin
宝,precious,590,berharga
安置,Placement,590,Penempatan
村里,Village,590,Desa
淑女,Lady,590,Wanita
情景,scene,590,pemandangan
爹地,Daddy,590,Ayah
学长,Senior,590,Senior
原理,principle,590,prinsip
存,live,590,hidup
报社,Newspaper,590,Koran
棉花,cotton,590,kapas
身高,height,590,tinggi
日出,sunrise,590,matahari terbit
厂,factory,590,pabrik
ﾟ,Bleak,590,Suram
吃饱,Be full,589,Jadilah penuh
电影院,Cinema,589,Bioskop
难题,problem,589,masalah
赏金,Bounty,589,Karunia
巫婆,witch,589,penyihir
心底,In the bottom of the heart,589,Di dasar hati
火車,train,589,kereta
玩耍,play,589,bermain
牡,male,589,pria
三千,Three thousand,589,Tiga ribu
马库斯,Marcus,589,Markus
这样一来,Thus,589,Dengan demikian
火柴,matches,589,pertandingan
史考特,Starte,588,Mulai
铺,shop,588,toko
路程,Journey,588,Perjalanan
平,flat,588,datar
遲到,be late,588,terlambat
捕捉,Capture,588,Menangkap
监听,monitor,588,memantau
迷信,superstitious,588,bertakhyul
音,sound,588,suara
岂,How can,588,bagaimana bisa
本案,This case,587,Kasus ini
ì,ì,587,Saya
尔顿,Erdon,587,Erdon
不怪,No wonder,587,Tidak heran
教父,godfather,587,ayah baptis
文学,literature,587,literatur
哀悼,Mourn,587,Meratapi
有病,ill,586,sakit
瘾君子,Addict,586,Pencandu
古董,antique,586,antik
屠夫,Butcher,586,Tukang daging
感人,Touching,586,Sentuhan
第一名,First place,586,Tempat pertama
瞎子,blind,586,buta
诗歌,Poetry,586,Puisi
饮食,diet,586,diet
很惨,Miserable,586,Menderita
有份,Share,585,Membagikan
砍掉,Cut off,585,Memotong
丧命,Funeral,585,Pemakaman
伯母,aunt,585,tante
将近,nearly,585,hampir
韦德,Wade,585,Menyeberang
坻,islet,585,pulau kecil
艾伯特,Albert,584,Albert
届,Session,584,Sidang
损害,damage,584,kerusakan
乱搞,Be in a mess,584,Berada dalam kekacauan
监视器,Monitor,584,Memantau
自尊,Self -esteem,584,Harga diri
咪咪,Mimne,584,Mimne
比喻,simile,584,kiasan
絋,Bleak,584,Suram
安东,Anton,584,Anton
外交,diplomatic,584,diplomatik
判,Judge,583,Hakim
期限,the term,583,istilah
梅根,Plumgen,583,Plumgen
群众,the masses,583,rakyat
脉搏,pulse,583,detak
捕猎,Hunt,583,Berburu
根本就是,Simply,583,Hanya
遇害,Be killed,583,Dibunuh
庇护,shelter,583,tempat berlindung
巨型,Giant,583,Raksasa
麦克风,microphone,583,mikropon
峡谷,canyon,583,ngarai
時間軸,Timeline,582,Garis waktu
补给,supply,582,memasok
富人,Rich man,582,Orang kaya
不惜一切,Do everything,582,Lakukan segalanya
后代,Descendants,582,Keturunan
每日,daily,582,sehari-hari
代号,Code,582,Kode
守护者,protector,582,pelindung
狂野,Wild,582,Liar
棍子,stick,582,tongkat
幾,Several,582,Beberapa
頭,head,582,kepala
发了,Send,582,Mengirim
創造,create,582,membuat
雷诺,Renault,582,Renault
柯南,Conan,582,Conan
时空,Space -time,582,Ruang-waktu
充电,Charge,581,Mengenakan biaya
粮食,food,581,makanan
跌倒,fall,581,jatuh
魔术师,magician,581,tukang sulap
传到,Pass to,581,Lulus ke
转动,Turn,581,Berbelok
政权,regime,581,rezim
命中注定,Destined,581,Ditakdirkan
累死,Exhausted,580,Lelah
音乐家,musician,580,pemusik
甚,very,580,sangat
值班,Duty,580,Tugas
老娘,Old mother,580,Ibu tua
窝,nest,580,sarang
雷蒙,Raymond,580,Raymond
我犯,I criminal,580,aku kriminal
缝,Sewing,580,Jahit
塞进,Stuff,580,Hal-hal
十字,Cross,580,Menyeberang
煎,fry,580,menggoreng
安全感,sense of security,580,rasa aman
里德,Ride,579,Mengendarai
可好,Good,579,Bagus
各就各位,Just everyone,579,Hanya semua orang
弯,bend,579,membengkokkan
一出,One out,579,Satu keluar
运,transport,579,mengangkut
出海,Go to the sea,579,Pergi ke laut
新聞,news,579,berita
骆驼,camel,579,unta
外界,outside world,579,dunia luar
接著,then,578,Kemudian
歇,rest,578,istirahat
副作用,side effect,578,efek samping
会员,member,578,anggota
不顾,regardless of,578,terlepas dari
惡,evil,578,kejahatan
外边,outside,578,di luar
塑料,plastic,578,plastik
突袭,Raid,578,Serangan
立马,Immediately,578,Langsung
冷血,Cold blood,578,Darah dingin
长久,long,578,panjang
確認,confirm,578,mengonfirmasi
准,allow,578,mengizinkan
播出,Broadcast,577,Siaran
哒,clatter,577,gemerincing
构成,constitute,577,merupakan
玛姬,Maggie,577,Maggie
访客,Visitor,577,Pengunjung
懦弱,cowardly,577,pengecut
维奇,Victor,577,Pemenang
轻点,lighter,577,lebih ringan
啥事,What,577,Apa
众人,Crowd,577,Kerumunan
ﺲ,Bleak,577,Suram
學生,student,577,murid
粉红色,Pink,577,Berwarna merah muda
言语,speech,577,pidato
转换,Convert,577,Mengubah
迷恋,Obsessed,577,Terobsesi
ﻩ,Bleak,576,Suram
股份,Shares,576,Saham
权威,authority,576,otoritas
猜想,guess,576,tebakan
领土,territory,576,wilayah
忍者,Ninja,576,Ninja
步,step,576,melangkah
学费,tuition fee,576,biaya kuliah
国度,country,576,negara
成本,cost,576,biaya
兄弟姐妹,brothers and sisters,576,kakak beradik
亲亲,Kiss,576,Ciuman
无权,No right,576,Tidak benar
银河系,Milky Way,576,Bimasakti
身分,identity,575,identitas
趕快,hurry up,575,ayo cepat
很差,Poor,575,Miskin
领地,territory,575,wilayah
不妥,inappropriate,575,tidak pantas
必,must,575,harus
患,Suffer,574,Menderita
烟雾,smoke,574,merokok
差點,Almost,574,Hampir
烧伤,burn,574,membakar
丝毫,slightest,574,sedikit pun
弄死,Kill,574,Membunuh
乌龟,turtle,574,penyu
願,willing,574,bersedia
所能,Be able to,574,Mampu untuk
撕裂,Tear,574,Merobek
玩儿,play,574,bermain
柔软,soft,573,lembut
假释,Parole,573,Pembebasan bersyarat
伤人,Hurt,573,Terluka
未经,Not,573,Bukan
食,Food,573,Makanan
呈,Present,573,Hadiah
滴,drop,573,menjatuhkan
轮椅,wheelchair,573,kursi roda
无敌,Invincible,573,Tak Terkalahkan
准备就绪,Ready,573,Siap
视野,Vision,573,Penglihatan
赫克托,Herkito,573,Herkito
特纳,Turner,573,Tukang bubut
鲸,whale,573,paus
弗斯,Felus,573,Felus
忘不了,Unforgettable,572,Tak terlupakan
活動,Activity,572,Aktivitas
抵押,mortgage,572,hipotek
行踪,whereabouts,572,dimana
无家可归,Homeless,572,Tunawisma
嚼,chew,572,mengunyah
同性,homosexual,572,homoseksual
迷你,Mini,572,Mini
烧烤,barbecue,571,barbekyu
指南,guide,571,memandu
骨灰,Ashes,571,Abu
出击,Attack,571,Menyerang
洗衣服,do the laundry,571,mencuci pakaian
每月,per month,571,per bulan
离家,Leave home,571,Meninggalkan rumah
真糟糕,Really bad,571,Sangat buruk
忧郁,Melancholy,571,Kemurungan
有枪,Gun,571,Pistol
ゲ,Bleak,571,Suram
還想,Still want,571,Masih ingin
課,class,571,kelas
时髦,fashionable,570,modis
號碼,Number,570,Nomor
生日礼物,birthday present,570,hadiah ulang tahun
二人,Two,570,Dua
杀了人,Kill,570,Membunuh
矪,Bleak,570,Suram
丫,Daemon,570,Setan
共同点,Common point,570,Titik umum
王位,Throne,570,Takhta
照相,Take pictures,569,Ambil gambar
难忘,memorable,569,berkesan
一大早,Early in the morning,569,Pagi pagi
人想,Want to,569,Ingin
奧,profound,569,menonjol
難過,sad,569,sedih
宇航员,astronaut,569,astronaut
充滿,full,569,penuh
墨西哥人,Mexican,569,Meksiko
窗,window,569,jendela
人造,Artificial,569,Palsu
参赛,Participate,569,Ikut
谜,puzzle,569,membingungkan
恩怨,resentment,568,kebencian
果,fruit,568,buah
煎饼,Pancake,568,Panekuk
不知情,Unknowing,568,Tidak mengetahui
与此同时,at the same time,568,pada saat yang sama
基德,Kidd,568,Anak kecil
团聚,Reunion,568,Reuni
二楼,Second floor,568,Lantai dua
霍尔,Hall,568,Aula
越是,More,568,Lagi
美国政府,American government,568,Pemerintah Amerika
桑德拉,Sandrala,568,Sandrala
感想,Feel,568,Merasa
一日,One day,568,Satu hari
搂,hug,567,memeluk
人命,Life,567,Kehidupan
围着,Surround,567,Mengelilingi
活生生,living,567,hidup
簀,Bleak,567,Suram
熬,boil,567,mendidihkan
备份,Backup,567,Cadangan
警署,Police station,567,Kantor polisi
痛恨,Hate,567,Membenci
梦境,Dream,567,Mimpi
房地产,real estate,567,real estat
戴安娜,Diana,567,Diana
洛斯,Los,567,Kehilangan
海湾,bay,567,teluk
摩,Gap,566,Celah
班上,Class in the class,566,Kelas di dalam kelas
悄悄,quietly,566,diam-diam
柜台,counter,566,menangkal
莱拉,Laila,566,Laila
太早,Too early,566,Terlalu dini
转到,Turn to,566,Berubah menjadi
訓練,train,566,kereta
莱纳,Lenne,566,Lenne
请等一下,Please wait,565,Harap tunggu
俱,all,565,semua
真遗憾,it's a pity,565,Sayang sekali
滚出,Roll out,565,Bangun
推销,sell,565,menjual
药丸,pill,565,pil
普拉,Prara,565,Prara
强制,Forced,565,Dipaksa
莱克,Lake,565,Danau
匆忙,hurry,565,buru-buru
所长,Director,565,Direktur
巧,skillful,565,mahir
子女,child,564,anak
ﾚ,Bleak,564,Suram
鲁,Lu,564,Lu
情愿,Willingness,564,Kesediaan
跳动,beat,564,mengalahkan
弄出去,Go out,564,Keluar
隊長,team leader,564,pemimpin tim
先前,previously,564,sebelumnya
失落,Lose,564,Kehilangan
可可,cocoa,564,kakao
殴打,Bend,564,Membengkokkan
猎杀,Hunter,563,Pemburu
优点,advantage,563,keuntungan
设,set up,563,mendirikan
打发,Pass,563,Lulus
女婿,son in law,563,menantu laki-laki
顯然,Obvious,563,Jelas
从而,thereby,563,dengan demikian
解,untie,563,membuka
照料,Take care of,563,Mengurus
虚构,imaginary,563,imajiner
有鬼,Ghost,563,Hantu
德國,Germany,563,Jerman
再聊,Talk about,563,Berbicara tentang
好球,nice shot,563,tembakan yang bagus
书店,bookstore,562,toko buku
诸位,All,562,Semua
勁,strength,562,kekuatan
款,payment,562,pembayaran
产业,industry,562,industri
那首歌,that song,562,lagu itu
能活,Be able to live,562,Bisa hidup
下雪,snow,562,salju
臀部,Hip,562,Panggul
討論,discuss,562,membahas
草坪,lawn,562,halaman rumput
林先生,Mr. Lin,562,Tuan Lin
出庭,Go out in court,561,Keluar ke pengadilan
没变,Unchanged,561,Tidak berubah
某种程度,To a certain degree,561,Sampai tingkat tertentu
约翰逊,Johnson,561,Johnson
斯塔,Stub,561,Rintisan
住址,address,561,alamat
溜走,slip,561,tergelincir
迫使,force,561,memaksa
命中,Hit,561,Memukul
用途,use,561,menggunakan
签约,Sign a contract,561,Menandatangani kontrak
年来,For the past year,561,Selama setahun terakhir
什麼樣,What,561,Apa
本次,this time,561,kali ini
唠叨,nagging,560,terus-menerus
破案,Break the case,560,Pecahkan kasusnya
冻结,freeze,560,membekukan
弗雷,Frey,560,Frey
亲热,affectionate,560,penuh kasih sayang
呼吁,call,560,panggilan
体力,physical strength,560,kekuatan fisik
最糟,Worst,560,Terburuk
戒,Abstinence,560,Pantang
顺着,Along,560,Bersama
何方,Where is,560,Dimana
快上车,Get on the bus,560,Naik ke bus
摇摆,swing,560,mengayun
自大,arrogant,559,arogan
双倍,Double,559,Dobel
裹,wrap,559,membungkus
不变,constant,559,konstan
瞄,aim,559,tujuan
踪迹,trace,559,jejak
罗拉,Rogla,559,Rogla
灭,Destroy,559,Menghancurkan
ﻙ,Bleak,559,Suram
告辞,Leave,559,Meninggalkan
亲切,kind,559,baik
炮弹,Artillery shell,559,Peluru artileri
送死,Send to death,559,Kirim ke kematian
探测,Detect,559,Deteksi
前所未有,Unprecedented,559,Belum pernah terjadi sebelumnya
飞往,Fly to,559,Terbang ke
先到,First,559,Pertama
门铃,doorbell,558,bel pintu
徒弟,apprentice,558,anak magang
客,guest,558,tamu
置,Set,558,Mengatur
觀眾,audience,558,hadirin
四十,forty,558,empat puluh
十三,Thirteen,558,Tigabelas
招募,recruit,558,rekrut
好受,Uncomfortable,558,Tidak nyaman
门前,In front of the door,558,Di depan pintu
赎金,ransom,558,tebusan
呈现,Present,557,Hadiah
支,branch,557,cabang
穿成,Wear,557,Memakai
吨,Ton,557,Ton
五月,May,557,Mungkin
打斗,Fight,557,Bertarung
结了婚,Marry,557,Kawin
山洞,Cave,557,Gua
冰蓝,Ice -blue,557,Biru es
逃生,escape,557,melarikan diri
部署,deploy,557,menyebarkan
安全局,Security bureau,557,Biro keamanan
罚,Punish,557,Menghukum
核,nuclear,557,nuklir
拦截,Intercept,557,Mencegat
想象力,Imagination,557,Imajinasi
兔崽子,Rabbit,557,Kelinci
特种部队,Special forces,557,Pasukan khusus
引力,gravitational,557,gravitasi
ﻀ,Bleak,556,Suram
禽兽,Beast,556,Binatang buas
最先,First,556,Pertama
叔,uncle,556,paman
行政,administrative,556,administratif
恰当,appropriate,556,sesuai
记载,Record,556,Catatan
送給,Give,556,Memberi
難以,difficult,556,sulit
无能,inability,556,ketidakmampuan
演員,actor,556,aktor
掉头,Take ahead,556,Ambil langkah selanjutnya
闪亮,Shining,556,Bersinar
仇,hatred,556,kebencian
圣地亚哥,San Diego,556,Kota San Diego
芭,Bab,556,Bab
幾天,Several days,556,Beberapa hari
卡罗尔,Corol,556,Corol
出国,Go abroad,556,Pergi ke luar negeri
输掉,Lose,556,Kehilangan
答复,reply,556,membalas
进出,Go in and out,555,Masuk dan keluar
让你在,Make you,555,Membuatmu
收购,Acquire,555,Mendapatkan
收费,TOLL,555,KORBAN
ń,bleak,555,suram
伯伯,uncle,555,paman
兄弟会,fraternity,555,persaudaraan
孙女,granddaughter,555,cucu perempuan
蠂,Bleak,555,Suram
夺回,recapture,555,menangkap kembali
谷仓,barn,555,lumbung
家属,Family member,555,Anggota keluarga
无趣,Boring,555,Membosankan
美分,Beauty,554,Kecantikan
算不上,Not,554,Bukan
仪器,instrument,554,instrumen
大侠,Hero,554,Pahlawan
瑜伽,Yoga,554,Yoga
莫里斯,Morris,554,Morris
好想你,really miss you,554,sangat merindukanmu
耳环,earrings,554,anting-anting
雇员,employee,554,karyawan
几张,Several,554,Beberapa
火花,spark,554,percikan
解药,Antidote,554,Penangkal
与否,Or not,553,Atau tidak
谴责,condemn,553,memvonis
不看,dont see,553,tidak melihat
哔,Beep,553,Berbunyi
收留,Retain,553,Mempertahankan
落入,fall into,553,jatuh ke dalam
泰瑞,Tyri,553,Tyri
晃,shake,553,menggoyang
勃起,erection,553,pemasangan
乳头,nipple,553,puting
乱说,Bother,553,Mengganggu
故乡,home,553,rumah
学者,scholar,552,sarjana
一包,One pack,552,Satu bungkus
拿些,Take some,552,Ambil beberapa
回顾,review,552,tinjauan
善,good,552,Bagus
平台,platform,552,platform
據,according to,552,menurut
不放,Not let go,552,Tidak melepaskan
立,stand,552,berdiri
主持人,host,552,tuan rumah
真美,gorgeous,552,sangat indah
成天,All day long,551,Sepanjang hari
初次,First time,551,Pertama kali
活得,Live,551,Hidup
手册,manual,551,buku petunjuk
假发,wig,551,teguran
维修,repair,551,memperbaiki
打理,Take care of,551,Mengurus
测验,test,551,tes
奥巴马,Obama,551,Obama
海军陆战队,Marines,551,Marinir
露丝,Rustic,551,Pedesaan
打动,move,551,bergerak
无疑,undoubtedly,551,niscaya
得逞,Succeed,550,Berhasil
志愿者,volunteer,550,sukarelawan
比不上,Not compare,550,Tidak bisa dibandingkan
米克,Mate,550,Pasangan
带有,Have,550,Memiliki
莫名其妙,baffling,550,mengherankan
冠,crown,550,mahkota
允許,allow,550,mengizinkan
阿瑟,Artate,550,Artate
单单,only,550,hanya
跨越,Span,550,Menjangkau
航线,route,550,rute
达拉斯,Dallas,550,Kota Dallas
太近,Too close,550,Terlalu dekat
无力,Powerless,549,Tak berdaya
浪費,waste,549,limbah
壮观,Spectacular,549,Spektakuler
会计,Accounting,549,Akuntansi
演习,exercise,549,latihan
巫术,witchcraft,549,sihir
厨艺,Kitchen,549,Dapur
信赖,trust,549,memercayai
神明,Divine,549,Bersifat ketuhanan
木偶,puppet,549,wayang
篮球,basketball,549,bola basket
洒,sprinkle,549,percikan
迷宫,maze,549,labirin
蔓延,spread,549,menyebar
国土,land,549,tanah
抗争,Fight against,549,Memerangi
口径,caliber,548,kaliber
植入,Implant,548,Menanamkan
宣称,claim,548,mengeklaim
律師,lawyer,548,pengacara
树枝,Branches,548,Cabang
合并,merge,548,menggabungkan
追寻,search,548,mencari
借钱,Borrow money,548,Meminjam uang
中弹,Bomb,548,Bom
这周,this week,548,minggu ini
车牌,License plate,547,Pelat
合唱团,choir,547,paduan suara
人为,Artificial,547,Palsu
